,id,age,sequence_agreement_number,expense_all,expense_in_contract,visits_on_contract,sale_year,sale_month,sale_day,sale_hour,sale_minute,sale_second,end_year,end_month,end_day,end_hour,end_minute,end_second,gender_Мужской,agreement_Заблокирован,agreement_Закрыт,agreement_Заморожен,agreement_Продан,renewal_Не продлено,renewal_Отказ от продления,renewal_Продлено,age_group_Младенец,age_group_Дошкольник,age_group_Ребёнок,age_group_Подросток,age_group_Молодой,age_group_Взрослый,age_group_Пожилой
0,10ca99cf-d74c-4424,48,2,29655.72,2655.72,10,2022,12,31,19,42,35,2024,3,30,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1,ecce2112-0f09-409a,43,1,7693.14,7693.14,11,2022,12,31,18,17,45,2024,2,16,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2,cefeeaf5-0001-4364,47,1,6953.18,6953.18,19,2022,12,31,18,12,7,2024,1,31,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3,4ae2eee8-d209-4e94,51,6,78130.36,22930.36,18,2022,12,31,18,4,5,2024,2,25,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4,e5f22aa5-2e12-4056,30,2,58256.36,24756.36,9,2022,12,31,17,41,21,2024,1,13,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
5,4e12bb2f-3f95-408f,23,2,57831.71,24331.71,11,2022,12,31,17,36,55,2024,1,23,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
6,af5a2c58-48b0-46c4,43,1,7340.81,7340.81,9,2022,12,31,17,22,6,2024,4,22,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7,7d5f48a6-9ff1-4e0c,21,1,9172.28,9172.28,78,2022,12,31,17,17,15,2024,1,1,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
8,67414a0c-2bd9-448e,27,1,8432.58,8432.58,27,2022,12,31,17,10,50,2024,1,11,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
9,9c5034a0-421e-45a4,19,3,72090.37,8950.37,60,2022,12,31,16,48,47,2024,1,4,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
10,38f8068e-aa1e-4a40,37,1,12230.12,12230.12,12,2022,12,31,16,30,59,2024,1,1,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
11,d5f875d7-d3a6-4cf6,34,2,66412.04,27212.04,27,2022,12,31,16,25,16,2024,10,4,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
12,e927280b-046b-4584,39,2,71953.18,6953.18,7,2022,12,31,16,19,59,2024,1,31,23,59,59,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
13,036c2615-89f2-4094,3,1,0.0,0.0,10,2022,12,31,16,6,44,2024,3,31,23,59,59,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
14,47806219-feff-4682,6,2,22750.0,0.0,7,2022,12,31,16,0,10,2024,3,31,23,59,59,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
16,e6c1c384-4db8-44b4,2,1,6726.96,6726.96,20,2022,12,31,15,28,45,2024,1,1,23,59,59,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
17,65e2b5d7-7727-4e92,33,1,9172.28,9172.28,22,2022,12,31,15,19,41,2024,1,1,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
18,b126d827-3b07-4c15,75,1,9098.31,9098.31,1,2022,12,31,15,17,5,2024,1,2,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
19,fcc5b0ae-8279-4610,45,2,32065.54,6065.54,6,2022,12,31,15,7,4,2024,2,12,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
20,88b244f1-512f-4d12,50,2,35680.71,10680.71,11,2022,12,31,14,39,6,2023,10,3,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
21,defdcab2-aad3-43a5,53,2,27251.76,4351.76,0,2022,12,31,14,26,56,2024,2,18,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
22,d82aa5dc-5373-4c0c,27,5,125510.32,8267.32,19,2022,12,31,13,50,34,2024,4,9,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
23,bd53f646-b865-4386,6,4,76989.38,5539.38,7,2022,12,31,13,35,43,2024,7,16,23,59,59,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
24,38c757ce-90c9-4e18,53,4,95671.37,8481.13,91,2022,12,31,13,34,42,2024,4,6,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
25,c02142fa-4d98-4c48,29,5,83073.29,7173.29,15,2022,12,31,13,34,32,2024,7,16,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
26,1fbaa490-bf7b-427f,65,5,178447.48,23397.48,0,2022,12,31,13,14,45,2024,2,14,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
27,5589b733-7b84-493a,27,2,56959.1,24459.1,14,2022,12,31,12,32,43,2024,1,20,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
28,de4719a6-c321-4142,56,1,5754.06,5754.06,0,2022,12,31,12,25,26,2024,7,8,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
29,bd6f867f-cc20-4b54,39,3,51707.45,11457.45,25,2022,12,31,12,21,10,2024,1,2,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
30,3ac1abef-bb98-4a69,46,1,9098.31,9098.31,84,2022,12,31,11,59,32,2024,1,2,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
31,b8c762a8-7427-4799,49,5,120656.3,22456.3,14,2022,12,31,11,38,27,2024,9,6,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
32,059a79de-2411-40af,18,2,11046.56,11046.56,47,2022,12,31,11,29,39,2024,1,13,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
33,1d902a7f-2141-477e,42,4,15849.13,0.0,0,2022,12,31,11,25,50,2025,6,22,23,59,59,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
34,289ea334-897a-473f,59,5,114509.49,0.0,0,2022,12,31,11,24,38,2025,3,22,23,59,59,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
35,9169aaf8-c9cf-4a73,60,3,32413.12,6413.12,25,2022,12,31,10,37,58,2024,1,13,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
36,fd71be46-ac5d-428d,25,1,24628.96,24628.96,25,2022,12,30,20,21,27,2024,1,16,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
37,d5a1e33a-81de-4eb2,29,1,23991.99,23991.99,19,2022,12,30,20,20,41,2024,2,8,23,59,59,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
38,c0911975-5e57-484e,5,3,49740.0,0.0,0,2022,12,30,20,18,48,2023,2,3,23,59,59,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
39,670ffd54-0577-4ef3,35,4,115923.0,23973.0,29,2022,12,30,20,17,20,2024,1,9,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
40,d99cdf06-1726-46be,44,3,33654.49,8654.49,17,2022,12,30,20,3,52,2024,1,8,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
41,1a65ad49-d931-4219,49,2,42154.49,8654.49,24,2022,12,30,20,2,17,2024,1,8,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
42,2dde969c-b63e-4890,39,5,110882.41,23482.41,11,2022,12,30,20,0,52,2024,3,13,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
43,15850119-9545-4ae1,27,2,41199.77,7699.77,2,2022,12,30,19,11,21,2024,7,8,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
44,6fe74e57-ebb2-45b9,52,2,40414.79,7914.79,18,2022,12,30,18,17,58,2024,1,18,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
45,8514a5bd-2c93-44d3,41,8,171426.64,8284.64,6,2022,12,30,18,17,53,2024,1,13,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
46,c0673edd-4d25-43ba,32,4,110877.41,23482.41,12,2022,12,30,17,44,41,2024,2,12,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
47,3d20e241-ebe8-407b,60,2,56194.73,23694.73,14,2022,12,30,17,40,7,2024,2,7,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
49,acc81018-b983-4208,39,4,33522.92,4622.92,10,2022,12,30,17,21,26,2024,7,31,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
50,a1c7a043-bc84-434e,42,1,9271.22,9271.22,0,2022,12,30,17,3,57,2024,1,31,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
51,b28463bf-0038-47c3,65,6,159125.0,0.0,0,2022,12,30,16,46,3,2024,10,31,23,59,59,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
52,470847a8-4d2a-45e8,36,5,105957.52,10257.52,22,2022,12,30,16,37,14,2024,1,21,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
53,a102bb3b-edc3-4bcf,31,4,144472.28,9172.28,45,2022,12,30,16,35,56,2024,1,1,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
54,797f48aa-fdd5-48f9,38,7,194180.44,15002.36,11,2022,12,30,16,33,15,2024,2,18,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
55,0073d055-5202-4409,45,2,57426.22,24926.22,7,2022,12,30,16,27,20,2024,1,9,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
56,a154bc96-af0d-42e4,35,1,24713.89,24713.89,0,2022,12,30,16,17,21,2024,1,14,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
57,3b467c12-2ab9-45d2,42,6,84059.44,11441.08,15,2022,12,30,16,6,31,2024,1,9,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
58,8d0370f1-6613-45fe,47,2,43819.64,4819.64,11,2022,12,30,16,0,23,2024,3,17,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
59,ff86eef0-ebfa-4a39,39,5,132268.31,9098.31,4,2022,12,30,15,34,24,2024,1,2,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
60,ee11025f-a105-4d11,42,3,53819.64,4819.64,13,2022,12,30,15,19,32,2024,3,17,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
61,c286435a-51d5-4452,23,2,16450.37,8950.37,34,2022,12,30,15,19,1,2024,1,4,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
62,801609c4-2f13-4118,38,2,75590.16,36000.0,100,2022,12,30,14,52,31,2023,4,28,23,59,59,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
64,291019f6-73cc-4cc4,56,3,27564.64,1564.64,4,2022,12,30,14,38,48,2024,7,20,23,59,59,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
65,edad16a5-65d3-43ca,16,2,26130.14,130.14,0,2022,12,30,14,35,9,2024,8,10,23,59,59,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
66,eccd94b3-5602-48fb,44,4,121417.35,4057.35,11,2022,12,30,14,27,22,2024,3,11,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
67,930dc552-242d-47b4,49,2,44677.38,12427.38,2,2022,12,30,13,50,37,2023,12,30,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
68,8b747325-ab1c-42b7,20,3,70628.96,24628.96,41,2022,12,30,13,22,22,2024,1,16,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
69,ea4dbdfa-0f3d-4853,49,2,35651.49,6098.32,31,2022,12,30,13,18,51,2024,7,1,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
70,036c2615-89f2-4094,14,1,7246.22,0.0,0,2022,12,30,13,14,41,2023,1,24,23,59,59,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
71,ec299545-f7ad-4c22,4,2,38614.94,13814.94,15,2022,12,30,13,14,20,2024,1,7,23,59,59,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
72,e0bb20d6-53b2-42dd,35,3,57776.4,8876.4,30,2022,12,30,13,11,12,2024,1,5,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
73,275064d3-9a87-48a1,1,1,8284.64,8284.64,21,2022,12,30,13,10,43,2024,1,13,23,59,59,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
74,c963338d-89dc-43d3,37,7,221548.65,22498.65,26,2022,12,30,12,51,51,2024,3,7,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
75,bce3977d-b4cc-4848,3,3,69098.65,22498.65,26,2022,12,30,12,49,42,2024,3,7,23,59,59,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
76,1a8ee38f-2f8c-4f8a,24,1,9172.28,9172.28,25,2022,12,30,12,5,25,2024,1,1,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
77,e0395668-64df-4cf3,75,2,27768.82,4868.82,32,2022,12,30,11,48,9,2024,7,26,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
78,9224f6f9-861d-4efd,52,2,41838.59,8338.59,29,2022,12,30,11,26,18,2024,4,8,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
79,0c754640-1d20-4d88,56,6,181926.22,24926.22,0,2022,12,30,11,14,44,2024,1,9,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
80,ec00df3e-616c-4d29,53,6,192949.01,26349.01,22,2022,12,30,10,40,23,2024,1,22,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
81,091e973b-c1bb-420e,39,4,77834.23,11934.23,54,2022,12,30,10,12,16,2024,1,4,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
83,5da71ddb-3c4b-4a11,36,8,18808.03,3289.03,16,2022,12,30,0,0,0,2024,8,28,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
84,2015494c-6240-4dfc,26,3,74851.29,9051.29,49,2022,12,30,0,0,0,2024,3,29,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
85,3f2d74fb-1aeb-4e05,43,2,34480.01,12526.01,8,2022,12,30,0,0,0,2023,12,29,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
86,0c25a96f-b14b-47a4,31,1,9394.19,9394.19,14,2022,12,30,0,0,0,2023,12,29,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
87,93fbe9f4-24b2-422d,44,8,9789.03,3289.03,0,2022,12,30,0,0,0,2024,8,28,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
88,8d825b88-2bcd-44aa,49,6,163070.0,0.0,0,2022,12,29,21,33,34,2025,2,28,23,59,59,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
89,b5427923-593a-499a,40,1,9098.31,9098.31,38,2022,12,29,21,28,57,2024,1,2,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
90,036c2615-89f2-4094,0,1,15028.2,15028.2,46,2022,12,29,21,18,9,2024,1,1,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
91,a789cbbf-7eb8-4abf,2,2,34901.58,13060.9,8,2022,12,29,21,3,47,2024,1,11,23,59,59,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
92,e8e1374d-aeaa-48a6,43,1,7988.76,7988.76,47,2022,12,29,20,56,27,2024,1,17,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
93,bb3e01d4-5896-43e3,31,4,102398.31,9098.31,20,2022,12,29,20,50,41,2024,1,2,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
94,b48f99e4-3684-4a00,28,6,151302.29,4027.29,2,2022,12,29,19,54,43,2023,12,18,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
95,abc14fe0-1905-4fc3,60,4,106988.5,3688.5,0,2022,12,29,19,52,45,2024,8,19,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
96,19506c3e-3198-42fb,41,3,62823.03,7323.03,44,2022,12,29,19,51,11,2024,1,26,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
97,ab20db1f-2abd-4296,13,2,32144.8,6844.8,1,2022,12,29,19,21,14,2024,7,5,23,59,59,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
98,9384a758-41ea-484c,40,2,33197.2,7897.2,6,2022,12,29,19,20,40,2024,7,5,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
99,998f8787-b9f3-4744,6,3,35381.32,2881.32,3,2022,12,29,19,20,9,2024,9,9,23,59,59,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
100,b2eabc8c-76f2-4dcf,41,3,61530.69,3730.69,2,2022,12,29,19,19,6,2024,9,9,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
101,846cec13-6e45-4b5b,44,2,57154.8,14794.8,54,2022,12,29,19,3,7,2024,1,5,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
102,2e3bb7cc-364d-4aec,48,1,12131.49,12131.49,31,2022,12,29,18,58,39,2024,1,2,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
103,bee07004-96a6-40b2,36,1,11342.45,11342.45,46,2022,12,29,18,19,46,2024,1,10,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
104,2a74c4d9-fbc9-40e8,33,6,238072.3,0.0,0,2022,12,29,18,16,36,2024,7,2,23,59,59,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
106,297348aa-e779-4d95,72,5,70277.02,4377.02,3,2022,12,29,17,55,2,2024,8,5,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
107,5b1970d9-7a16-4255,49,4,6953.18,6953.18,0,2022,12,29,17,25,39,2024,1,31,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
108,738aefbf-1084-477a,50,4,6953.18,6953.18,0,2022,12,29,17,19,41,2024,1,31,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
109,89d37fea-0edf-4eef,30,2,49801.57,24501.57,32,2022,12,29,17,15,55,2024,1,19,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
110,577e311e-eee3-4e76,21,1,8552.4,8552.4,50,2022,12,29,16,30,43,2024,4,5,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
111,c146e268-d1a7-4f29,29,5,120957.84,2057.84,11,2022,12,29,16,20,29,2024,7,13,23,59,59,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
112,dad62cf0-bea5-421f,64,6,172944.8,5264.8,28,2022,12,29,16,17,34,2024,8,14,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
113,38d31b85-a576-41d1,28,2,31953.18,6953.18,31,2022,12,29,16,11,59,2024,1,31,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
114,3e42a19b-b9de-492a,21,2,8654.49,8654.49,12,2022,12,29,16,9,39,2024,1,8,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
115,79037a18-81e3-4e1a,28,2,56237.2,23737.2,7,2022,12,29,16,7,14,2024,2,7,23,59,59,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
116,aafe6242-d23d-4029,50,7,199300.0,0.0,0,2022,12,29,15,44,3,2024,7,31,23,59,59,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False
117,effe5b0c-ae38-46f7,47,3,41965.0,0.0,0,2022,12,29,15,38,4,2024,4,30,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
118,97d61079-ba8e-4795,45,6,206880.5,23630.5,12,2022,12,29,15,34,17,2024,1,19,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
119,db90b9ff-722b-4e6b,14,1,25181.01,25181.01,8,2022,12,29,15,30,22,2024,1,3,23,59,59,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
120,5180f987-502e-4284,20,2,51491.99,23991.99,13,2022,12,29,15,7,33,2024,1,31,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
121,f5a40e22-55aa-49cd,65,2,11123.0,0.0,16,2022,12,29,14,54,51,2023,4,4,23,59,59,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
122,cced0704-ca20-4f8a,64,2,11123.0,0.0,16,2022,12,29,14,54,22,2023,4,4,23,59,59,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
123,16552399-0a52-4ff4,37,2,53274.17,24374.17,0,2022,12,29,14,43,43,2024,1,22,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
124,38eb239d-0aa7-495a,56,1,9435.33,9435.33,53,2022,12,29,14,1,21,2024,1,2,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
125,57328ee0-927c-4f76,51,2,32250.0,0.0,4,2022,12,29,13,54,34,2024,4,25,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
126,788c8f17-0388-42d0,43,2,32250.0,0.0,9,2022,12,29,13,44,27,2024,4,26,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
128,b266737a-b33a-4a6f,40,2,37417.68,10417.68,6,2022,12,29,11,25,26,2024,1,8,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
129,287e9a58-5dac-4e8d,41,1,7766.85,7766.85,48,2022,12,29,11,24,10,2024,1,20,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
131,6d863df9-98e6-4979,49,7,188015.54,5065.54,12,2022,12,29,10,29,28,2024,7,22,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
132,b705f37b-d70d-4626,32,3,33968.16,9468.16,18,2022,12,29,0,0,0,2023,12,28,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
133,ecce7648-9cbb-4895,41,1,9098.31,9098.31,29,2022,12,28,21,47,16,2024,1,2,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
134,036c2615-89f2-4094,12,1,0.0,0.0,16,2022,12,28,20,51,21,2024,2,17,23,59,59,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
136,769b3b67-d7a4-444e,26,5,150161.85,24161.85,34,2022,12,28,20,39,5,2024,1,27,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
137,6b54d741-3845-443f,51,1,4294.5,4294.5,10,2022,12,28,20,24,52,2024,2,19,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
138,134c1c55-da26-4cd2,28,1,9394.19,9394.19,11,2022,12,28,19,42,38,2023,12,29,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
139,01a15e1c-24ff-49f2,9,4,99972.83,22972.83,15,2022,12,28,19,27,4,2024,2,24,23,59,59,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
140,4dbc349a-3e49-4816,20,1,23219.5,23219.5,7,2022,12,28,19,23,41,2024,1,31,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
141,7db31be4-52fb-4806,43,2,55308.5,22808.5,12,2022,12,28,19,21,10,2024,2,12,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
142,9ef246c2-9978-4ca1,37,1,8580.52,8580.52,37,2022,12,28,19,18,8,2024,1,9,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
143,01b10259-601f-4af3,20,3,21905.75,21905.75,9,2022,12,28,19,17,3,2024,3,21,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
144,4401e0dc-c82f-4bda,41,6,182037.8,8262.8,7,2022,12,28,19,11,38,2024,1,21,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
146,5122230f-34c1-42f0,34,3,-10143.6,8580.52,29,2022,12,28,18,56,10,2024,1,9,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
147,987e8cfb-8fc1-441b,21,2,19800.0,0.0,6,2022,12,28,18,55,31,2023,2,28,23,59,59,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
148,8607777b-42e6-4abb,6,2,7246.22,7246.22,21,2022,12,28,18,53,11,2024,1,9,23,59,59,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
149,61116696-7c04-4276,57,2,42577.48,23397.48,21,2022,12,28,18,49,58,2024,2,14,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
150,2efffdcb-1dbc-46c0,38,3,79635.8,25435.8,5,2022,12,28,17,53,3,2023,12,28,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
151,00b1ec22-4af2-4e1b,44,1,100000.0,0.0,0,2022,12,28,17,37,38,2023,1,16,23,59,59,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
152,13d3690c-36ca-4318,21,1,9172.28,9172.28,37,2022,12,28,17,28,16,2024,1,1,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
153,9b6165d3-394c-4441,28,2,32600.75,7600.75,19,2022,12,28,16,54,40,2023,11,11,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
154,df33c6e9-d3f2-4d6c,7,1,14243.47,14243.47,39,2022,12,28,16,53,37,2024,1,4,23,59,59,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
155,623271fc-265f-41c3,47,1,8950.37,8950.37,40,2022,12,28,16,46,46,2024,1,4,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
156,f93d3327-c5fb-4e71,32,2,52711.75,20211.75,2,2022,12,28,15,41,30,2024,4,30,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
157,428acbcb-fb7e-4513,60,1,13701.79,13701.79,19,2022,12,28,15,39,56,2023,7,1,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
158,0f039327-9a09-4364,8,4,32650.0,4500.0,7,2022,12,28,15,22,46,2023,2,1,23,59,59,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
159,238327df-35c3-46a6,49,7,159122.44,5382.44,12,2022,12,28,14,41,17,2024,1,31,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
160,bdc87599-2f22-42f1,8,6,111113.89,24713.89,6,2022,12,28,14,39,53,2024,1,14,23,59,59,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
161,72313461-b31f-4c16,11,3,50986.14,0.0,0,2022,12,28,14,30,40,2024,6,25,23,59,59,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
162,36782663-59e8-419a,19,3,58391.3,691.3,5,2022,12,28,14,13,34,2024,4,25,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
163,cb78c38a-aeaf-4b93,48,2,37371.25,3871.25,2,2022,12,28,13,11,33,2024,3,10,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
164,d4bdc883-f188-4816,31,2,24756.36,24756.36,19,2022,12,28,13,2,0,2024,1,13,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
