,id,age,sequence_agreement_number,expense_all,expense_in_contract,visits_on_contract,sale_year,sale_month,sale_day,sale_hour,sale_minute,sale_second,end_year,end_month,end_day,end_hour,end_minute,end_second,gender_Мужской,agreement_Заблокирован,agreement_Закрыт,agreement_Заморожен,agreement_Продан,renewal_Не продлено,renewal_Отказ от продления,renewal_Продлено,age_group_Младенец,age_group_Дошкольник,age_group_Ребёнок,age_group_Подросток,age_group_Молодой,age_group_Взрослый,age_group_Пожилой
3320,5a3b5447-7091-4768,46,3,87577.25,23627.25,15,2022,6,10,16,3,43,2023,7,1,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3321,2341811d-36b3-4e4c,16,2,66965.88,23615.88,60,2022,6,10,15,58,36,2023,7,1,23,59,59,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
3322,c8299024-badc-46a6,19,1,23703.96,23703.96,38,2022,6,10,13,41,31,2023,6,30,23,59,59,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3323,fcb19d44-5f51-4ff8,42,1,22476.52,22476.52,8,2022,6,10,13,39,28,2023,7,16,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3324,5827f988-8bed-4cfb,35,3,93314.98,25314.98,59,2022,6,10,0,0,0,2023,6,9,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3326,036c2615-89f2-4094,1,1,17358.98,17358.98,125,2022,6,9,19,38,9,2023,6,19,23,59,59,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3327,0a251912-0848-431a,72,1,14715.82,14715.82,21,2022,6,9,15,42,18,2023,8,21,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3328,8eaba0a2-cef9-4508,42,1,6100.0,1500.0,10,2022,6,9,12,27,55,2022,7,12,23,59,59,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3329,f9ab69f3-b496-47c8,52,2,23780.68,23780.68,84,2022,6,9,0,0,0,2023,6,29,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3330,d67cfcde-da4e-46a9,27,9,117500.0,7500.0,11,2022,6,8,17,22,19,2022,7,8,23,59,59,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
3331,63a2f6bb-b1b9-4670,57,2,46976.67,30476.67,0,2022,6,8,16,0,34,2023,6,30,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3332,036c2615-89f2-4094,11,1,0.0,0.0,32,2022,6,8,14,9,9,2023,7,12,23,59,59,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3333,7a088703-c936-4baa,20,1,26506.93,26506.93,8,2022,6,8,14,6,33,2023,7,9,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3334,389c18f2-8ad0-41eb,41,1,26241.86,26241.86,71,2022,6,8,13,55,36,2023,7,12,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3335,6f6cd4b1-ead4-4cd1,37,2,40341.38,15041.38,10,2022,6,8,13,23,51,2023,9,30,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3336,96c6b1d4-1e70-4c8b,35,2,46510.42,21210.42,20,2022,6,8,13,19,44,2023,7,3,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3338,7ac70dee-fad3-46ce,12,3,51485.85,20305.85,34,2022,6,7,20,29,28,2023,6,25,23,59,59,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3339,2841af39-7272-490f,49,3,101337.54,24087.54,83,2022,6,7,20,26,25,2023,6,25,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3340,e334322c-4980-4b95,26,5,154178.08,7500.0,6,2022,6,7,20,9,58,2022,7,7,23,59,59,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
3341,35022189-6fa0-4ec3,12,2,30738.66,20738.66,89,2022,6,7,19,53,0,2023,6,7,23,59,59,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3342,751ed912-e32d-46ce,52,6,163314.09,15334.09,33,2022,6,7,17,36,57,2024,4,11,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3343,4a0f3cff-0216-4594,69,6,156664.5,6264.5,39,2022,6,7,11,34,47,2024,2,9,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3344,e86a5d71-3055-4dd8,23,1,23243.67,23243.67,15,2022,6,7,0,0,0,2023,7,6,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3345,036c2615-89f2-4094,12,1,4500.0,4500.0,16,2022,6,7,0,0,0,2022,7,6,23,59,59,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
3346,0e86a418-5be0-4a1b,26,1,0.0,0.0,51,2022,6,6,19,24,9,2023,6,7,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3347,c85a1d5b-15a9-4475,62,4,132045.0,23900.0,24,2022,6,6,15,56,0,2023,3,20,23,59,59,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
3348,aa9fc839-e040-495d,12,8,57295.0,0.0,10,2022,6,6,14,48,56,2022,7,12,23,59,59,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
3349,51d6086a-4c44-411c,37,4,124607.83,24547.83,16,2022,6,6,0,0,0,2023,6,19,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3350,7a4f0b77-6a23-4253,37,2,30400.0,7500.0,5,2022,6,6,0,0,0,2022,7,5,23,59,59,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3351,f6629710-4a31-4249,34,3,82018.08,25968.08,47,2022,6,6,0,0,0,2023,6,22,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3352,348ba6af-e0a3-47b4,24,2,58860.0,16500.0,7,2022,6,6,0,0,0,2022,9,5,23,59,59,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3353,6aebb9ef-6c7d-4a98,77,6,174515.2,16065.2,38,2022,6,5,20,41,4,2024,3,4,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3354,a498e01f-3220-40f2,27,1,0.0,0.0,2,2022,6,5,20,30,1,2022,6,27,23,59,59,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3355,93f0fcb0-b89a-47d4,22,1,0.0,0.0,2,2022,6,5,20,29,34,2022,6,27,23,59,59,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3356,036c2615-89f2-4094,11,1,14500.0,14500.0,25,2022,6,5,17,42,36,2022,9,20,23,59,59,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3357,54a46bc5-ed45-4963,53,1,3100.0,3100.0,5,2022,6,5,16,38,35,2022,9,20,23,59,59,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3358,f50e612f-d0cc-4e5d,26,1,68690.86,43400.0,76,2022,6,5,16,11,29,2023,3,27,23,59,59,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
3359,92f27324-4eda-4d26,27,1,44182.32,43400.0,64,2022,6,5,16,4,11,2023,4,24,23,59,59,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
3360,8707270f-472d-4531,50,1,35794.65,35794.65,22,2022,6,5,0,0,0,2023,6,4,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3361,ff7a697f-3c2f-4522,41,1,23179.16,23179.16,23,2022,6,4,16,34,10,2023,7,4,23,59,59,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3362,76f943ea-edf3-4220,61,1,15496.78,15496.78,22,2022,6,4,11,23,9,2023,9,30,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3363,af595a53-ce5f-4f61,15,10,85225.0,4500.0,2,2022,6,4,0,0,0,2022,7,3,23,59,59,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
3364,71953c20-23c0-4fd2,16,1,33309.57,33309.57,73,2022,6,4,0,0,0,2023,8,12,23,59,59,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3365,1979c00a-1e98-40a2,41,1,25468.41,25468.41,28,2022,6,3,19,45,28,2023,6,7,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3366,4bf1416f-38c6-4db0,22,2,25722.34,25722.34,3,2022,6,3,18,50,41,2023,6,25,23,59,59,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
3368,a27b01bb-e650-4ada,65,2,44240.97,24240.97,57,2022,6,3,16,44,52,2023,6,23,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3369,6ab6515e-777b-4667,13,1,0.0,0.0,7,2022,6,3,16,18,41,2022,7,5,23,59,59,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False
3370,d268011c-92a2-4dfe,53,1,0.0,0.0,2,2022,6,3,14,38,21,2022,6,27,23,59,59,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
3371,6096efd1-96c7-4e49,31,1,7500.0,7500.0,9,2022,6,3,13,7,37,2022,7,3,23,59,59,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3372,acb18be7-0eb0-4f3d,90,4,102700.0,16500.0,33,2022,6,3,12,47,2,2023,3,3,23,59,59,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3373,b29a21ff-e93a-4843,32,1,16500.0,16500.0,8,2022,6,3,10,15,56,2022,9,7,23,59,59,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3374,27487f0e-8ade-42bd,29,7,119900.0,16500.0,9,2022,6,3,0,0,0,2022,9,14,23,59,59,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3375,4ff1a436-97a6-4adc,29,5,103106.38,27606.38,119,2022,6,3,0,0,0,2023,6,2,23,59,59,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3376,ea160c4e-ed4c-48c1,37,1,24317.68,24317.68,7,2022,6,3,0,0,0,2023,6,22,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3377,073a95d8-5ea2-46fc,44,1,36008.34,36008.34,4,2022,6,3,0,0,0,2023,6,2,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3378,a42f6052-d5ce-4bf8,41,1,33815.05,33815.05,25,2022,6,2,21,31,7,2023,6,4,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3379,4621ff42-fb76-425b,16,1,16500.0,16500.0,15,2022,6,2,19,9,31,2022,9,3,23,59,59,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
3380,e9984bb2-d505-4964,51,2,37724.84,19825.84,53,2022,6,2,18,31,12,2023,6,23,23,59,59,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3381,f6509abd-5ec1-4adc,7,5,66350.0,0.0,10,2022,6,2,18,12,37,2022,8,2,23,59,59,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
3382,c5ebfc15-8742-478f,65,2,33371.19,8302.7,84,2022,6,2,14,43,40,2023,12,11,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3383,70709bc4-283f-4032,50,2,11482.68,11482.68,30,2022,6,2,0,0,0,2023,6,1,23,59,59,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3384,4bf5b0c6-a536-44bf,24,5,121127.25,23627.25,30,2022,6,2,0,0,0,2023,7,1,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3385,b4ed1c65-ebbf-40a2,37,4,39758.0,1500.0,5,2022,6,2,0,0,0,2022,7,1,23,59,59,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3386,02386552-b94a-4e7d,23,1,15000.0,7500.0,13,2022,6,2,0,0,0,2022,7,1,23,59,59,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
3387,831b49cc-befe-4b66,45,1,0.0,0.0,153,2022,6,1,0,0,0,2024,5,30,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3388,0afa7c2a-4376-4367,17,1,0.0,0.0,20,2022,6,1,0,0,0,2022,7,11,23,59,59,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
3389,2e903690-8f9f-4e74,11,2,9000.0,4500.0,6,2022,6,1,0,0,0,2022,7,11,23,59,59,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
3390,036c2615-89f2-4094,12,1,0.0,0.0,6,2022,6,1,0,0,0,2022,7,11,23,59,59,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
3391,979b403c-21fb-4971,60,2,30400.0,7500.0,9,2022,6,1,0,0,0,2022,7,11,23,59,59,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3392,2c4e3786-abcc-4c78,45,1,36115.19,36115.19,18,2022,5,31,22,33,31,2023,6,1,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3393,4f49177b-8a14-403c,21,1,0.0,0.0,8,2022,5,31,21,42,23,2022,7,5,23,59,59,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3394,f1a6f75e-4c09-4c43,41,5,163946.89,33758.89,37,2022,5,31,21,40,18,2023,6,5,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3395,b7677c1c-7334-4f9e,39,5,154845.94,32073.94,3,2022,5,31,21,38,23,2023,7,5,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3396,6c00c7ba-3124-41a9,25,6,181629.19,23329.19,71,2022,5,31,21,35,12,2023,6,28,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3397,b46ce7fb-f219-4284,24,1,22203.97,22203.97,38,2022,5,31,21,31,19,2023,7,13,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3398,d8f5a7f0-031e-45d9,52,5,56054.08,32804.08,43,2022,5,31,21,28,39,2023,6,22,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3399,a79c1ed5-0031-44d1,32,1,29725.98,29725.98,4,2022,5,31,21,27,59,2023,6,19,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3400,eeb64325-2348-42c4,26,2,47160.63,19660.63,14,2022,5,31,21,25,19,2023,12,6,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3401,9ea13053-66dd-44e1,41,3,75622.03,36222.03,11,2022,5,31,21,18,48,2023,5,31,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3402,c9f540c0-1bfd-4b48,39,4,86854.42,24454.42,36,2022,5,31,21,17,17,2023,6,13,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3403,036c2615-89f2-4094,7,1,0.0,0.0,7,2022,5,31,21,13,27,2022,7,1,23,59,59,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False
3404,6330a8c0-f531-4b3b,35,1,29704.3,29704.3,25,2022,5,31,21,12,1,2023,7,31,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3405,027b2be8-a76d-4c1f,56,3,100424.4,20924.4,36,2022,5,31,20,48,36,2023,9,12,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3406,23b72982-7f43-4091,58,5,132294.75,18294.75,66,2022,5,31,20,47,21,2024,1,30,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3407,bc44cb07-554a-411d,37,2,44555.5,16255.5,0,2022,5,31,20,46,31,2024,2,29,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3408,e5d876d4-513a-4f53,25,1,14500.0,14500.0,4,2022,5,31,20,28,24,2022,9,6,23,59,59,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
3409,213eca4c-d68f-43d1,61,4,69251.18,8251.18,10,2022,5,31,20,19,53,2024,1,15,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3410,4d87712b-03c2-4ba9,31,3,67925.0,1500.0,14,2022,5,31,20,17,46,2022,7,1,23,59,59,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3411,20b83118-e1ae-425e,47,5,135366.1,13456.1,40,2022,5,31,20,14,2,2023,9,12,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3412,924287b6-130a-4ecc,20,1,6509.21,6509.21,49,2022,5,31,20,12,6,2023,2,8,11,21,4,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3413,f8a55de8-a744-4695,37,1,24079.34,24079.34,56,2022,5,31,20,5,22,2023,6,18,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3414,093d5a6c-ef8b-480d,36,1,35901.5,35901.5,88,2022,5,31,19,57,34,2023,6,3,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3415,4c4490f7-d54d-45f8,44,2,56348.9,22848.9,11,2022,5,31,19,56,52,2023,10,24,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3416,3fd7f3bc-8966-44ea,33,3,153443.11,29293.11,92,2022,5,31,19,44,0,2023,7,12,23,59,59,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
3417,f623389f-ef71-40c6,31,1,25429.61,25429.61,25,2022,5,31,19,20,34,2023,5,31,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3418,c9dbd109-2a50-4b1b,56,3,99664.09,22804.09,77,2022,5,31,19,16,2,2023,7,5,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3419,5c74b916-e1aa-4d84,34,1,29047.88,29047.88,22,2022,5,31,19,9,10,2023,6,30,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3421,8f4cfd35-e7ec-4139,50,3,44904.51,24904.51,135,2022,5,31,19,4,58,2023,6,7,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3422,3461627f-5818-447a,13,1,4500.0,4500.0,22,2022,5,31,18,39,38,2022,7,11,23,59,59,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
3423,5112bed4-d992-4904,24,1,7500.0,7500.0,2,2022,5,31,18,37,53,2022,7,4,23,59,59,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
3424,70c7f03f-169f-4863,33,5,182156.43,20196.43,107,2022,5,31,18,30,21,2024,1,1,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3425,e258e251-85d4-4857,6,4,51075.85,10467.85,12,2022,5,31,18,26,53,2024,4,29,23,59,59,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3427,e2cc79dc-4d1a-47b3,15,1,21071.79,21071.79,38,2022,5,31,18,15,2,2023,7,5,23,59,59,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3428,866e78b3-1fec-4117,38,1,22491.8,22000.0,10,2022,5,31,18,13,31,2023,1,2,23,59,59,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3429,b48a10ff-dd79-4ac0,12,1,0.0,0.0,20,2022,5,31,18,10,3,2023,7,6,23,59,59,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3430,773c5441-82ef-42aa,44,1,21002.47,21002.47,20,2022,5,31,18,5,27,2023,7,6,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3431,7669fd82-6ca4-467a,44,1,19754.8,19754.8,13,2022,5,31,18,4,37,2023,7,24,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3432,0a9f047b-5fb0-4eb3,66,1,17441.72,17441.72,37,2022,5,31,17,53,32,2023,7,31,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3433,07ba9947-8266-40f3,35,3,89227.81,17858.5,30,2022,5,31,17,46,24,2023,12,28,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3434,5448857e-76f7-4cb9,45,4,54808.5,21708.5,15,2022,5,31,17,41,59,2023,8,13,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3435,f91fbd8e-188f-484a,55,6,162254.6,25354.6,2,2022,5,31,17,12,20,2023,6,1,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3436,6973dde7-633a-469e,40,2,13585.77,13585.77,40,2022,5,31,17,6,45,2023,10,21,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3437,37b0cacf-fb27-483b,6,4,44600.0,0.0,17,2022,5,31,17,3,15,2024,3,31,23,59,59,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3438,ba77a0ec-7218-4c03,10,4,63829.55,2419.55,2,2022,5,31,17,1,50,2024,3,31,23,59,59,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3439,818692b7-e3ec-46f1,39,6,215017.55,14417.55,101,2022,5,31,17,0,40,2023,10,9,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3440,9f6c427e-770d-4870,57,2,51564.89,23264.89,17,2022,5,31,16,45,4,2023,7,25,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3441,05320f63-7789-4c7d,14,2,0.0,0.0,2,2022,5,31,16,43,22,2022,11,15,23,59,59,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False
3442,05f94908-1f2c-4dc1,28,2,60036.95,31736.95,64,2022,5,31,16,37,47,2023,7,11,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3443,f82bdfb3-199d-4eb1,66,8,104030.0,0.0,32,2022,5,31,16,36,59,2023,4,30,23,59,59,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
3444,b82f3cbc-7093-494c,15,1,23435.57,23435.57,63,2022,5,31,16,26,49,2024,5,30,23,59,59,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3445,132f11bf-95df-4d0e,39,1,30897.23,30897.23,37,2022,5,31,16,24,29,2023,5,31,23,59,59,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3446,8600a60f-2439-41b8,18,2,24979.52,24979.52,47,2022,5,31,16,20,39,2023,6,6,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3448,a8d571b5-d571-44c3,23,1,18841.48,18841.48,27,2022,5,31,15,21,53,2023,12,16,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3449,016d0b6a-8ca7-4972,16,6,122141.14,19411.14,27,2022,5,31,15,5,6,2023,5,31,23,59,59,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
3450,174e84fd-06df-4e63,13,2,0.0,0.0,38,2022,5,31,14,58,17,2022,12,17,23,59,59,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False
3451,b032f610-d613-4791,42,1,45814.09,0.0,0,2022,5,31,14,42,1,2022,6,7,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3453,a6c9f853-ae1a-497d,37,1,26391.95,26391.95,80,2022,5,31,14,38,20,2023,8,31,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3454,9b13ad2e-2634-47d5,12,1,0.0,0.0,34,2022,5,31,14,36,14,2022,12,17,23,59,59,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
3455,78de6fbd-5bc8-4ea3,34,1,0.0,0.0,27,2022,5,31,14,34,46,2022,10,18,23,59,59,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3456,f19b971f-63cd-4b38,47,3,79730.1,32130.1,25,2022,5,31,14,27,56,2023,7,4,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3457,d148ee0f-bb26-4c65,34,3,69750.0,11550.0,10,2022,5,31,14,20,34,2022,10,18,12,48,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
3458,5cddc871-3cf6-41af,0,3,47734.03,20234.03,1,2022,5,31,14,15,26,2023,11,29,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3459,596c5898-530f-48ac,33,1,27999.92,27999.92,59,2022,5,31,14,7,24,2024,7,16,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3460,367519de-0636-4645,66,4,98598.23,18528.23,45,2022,5,31,13,55,48,2023,8,31,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
3461,89ac6a29-96e4-45b5,50,2,46318.33,16718.33,36,2022,5,31,13,38,19,2024,1,31,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3462,ee08ce30-7547-4dab,45,4,84448.74,21448.74,2,2022,5,31,13,34,11,2023,6,2,23,59,59,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
3463,d5db0466-b9e2-40bb,23,1,25449.75,25449.75,115,2022,5,31,13,6,4,2023,9,12,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
3464,8ae5939e-62ac-4839,49,2,31512.29,31512.29,27,2022,5,31,13,3,47,2023,7,15,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3465,33a450f0-eb5a-4f31,47,2,46599.97,21599.97,54,2022,5,31,12,45,56,2023,9,28,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3466,9dd3b611-2a85-4878,9,5,99657.0,0.0,0,2022,5,31,12,16,32,2022,11,23,23,59,59,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
3467,773b63f1-7a4b-49cd,31,3,54729.49,24829.49,58,2022,5,31,11,51,44,2023,6,8,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3468,95a3e69d-e1ec-4883,53,7,204859.63,23510.63,70,2022,5,31,11,17,37,2023,9,20,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3469,47bf2e97-333f-455c,7,2,40000.0,4500.0,11,2022,5,31,10,9,59,2022,7,2,23,59,59,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
3470,5a140100-f68e-463a,34,3,71000.0,1500.0,8,2022,5,31,9,42,48,2022,7,2,23,59,59,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3471,4cae1975-226a-448e,31,1,7500.0,7500.0,14,2022,5,31,0,0,0,2022,6,29,23,59,59,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False
3472,16029297-2cc3-4a88,33,7,177254.63,25504.63,70,2022,5,31,0,0,0,2023,5,30,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3473,a4cd4277-a976-488a,17,1,7500.0,7500.0,24,2022,5,31,0,0,0,2022,6,29,23,59,59,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False
3474,7b9553a5-1a5d-4529,61,6,189224.19,23329.19,125,2022,5,31,0,0,0,2023,6,28,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3475,40405df3-c024-4207,37,1,30095.85,30095.85,45,2022,5,31,0,0,0,2023,6,13,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3477,829d1e23-7a7d-4a13,34,1,7000.0,0.0,2,2022,5,31,0,0,0,2022,6,15,23,59,59,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3478,dd190830-aff8-45d5,29,2,29104.45,24604.45,3,2022,5,30,21,29,53,2023,6,11,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3479,d6504fc3-61db-4184,41,4,84128.23,18528.23,2,2022,5,30,20,42,12,2023,8,31,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3480,00c405da-b200-4915,35,2,22635.48,22635.48,8,2022,5,30,20,32,43,2023,7,3,23,59,59,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3481,1325ac97-e952-4cb7,62,5,201476.59,25476.59,28,2022,5,30,20,23,42,2023,6,28,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
3482,bd000de3-ffcd-4cef,32,4,96212.09,22804.09,59,2022,5,30,19,41,18,2023,7,5,23,59,59,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
